Title,Productioncompany,Release date,Running time,Country,Language,Box office,Metascore,imdbRating,Rotten_Tomatoes,Genre,Rated,BoxOffice_Api,Type,Directed by,Written by,Based on,Produced by,Starring,Music by,Distributed by,Budget,Story by,Narrated by,Cinematography,Edited by,Languages,Screenplay by,Countries,Productioncompanies,Color process,Created by,Country of origin,No. of seasons,No. of episodes,Executive producers,Production company,Original network,Picture format,Audio format,Original release,Related shows,Original language,Executive producer,Producers,Editors,Distributor,Japanese,Hepburn,Adaptation by,Animation by,Traditional,Simplified
White Wilderness,['Walt Disney Productions'],"['August12,1958(1958-08-12)']",['72 minutes'],,['English'],['$1.8 million (est. US/ Canada rentals)[1]'],N/A,5.3,,"Documentary, Family",Approved,N/A,movie,['James Algar'],['James Algar'],,"['Ben Sharpsteen, Walt Disney']",,['Oliver Wallace'],['Buena Vista Distribution'],,,['Winston Hibler'],,['Norman R. Palmer'],,,['United StatesCanada'],,,,,,,,,,,,,,,,,,,,,,,,
Tonka,['Walt Disney Productions'],"['December25,1958(1958-12-25)']",['97 minutes'],['United States'],['English'],['$2.5 million (est. US/ Canada rentals)[1]'],N/A,6.4,,"Adventure, Drama, Family",Approved,N/A,movie,['Lewis R. Foster'],['David AppelLewis R. FosterLillie Hayward'],"[""Comanche: Story of America's Most Heroic Horseby David Appel""]",['James C. PrattJohn Lasseter'],['Sal MineoPhilip CareyJerome CourtlandRafael Campos'],['Oliver Wallace'],['Buena Vista Distribution'],,,,['Loyal Griggs'],['Ellsworth Hoagland'],,,,,['Technicolor'],,,,,,,,,,,,,,,,,,,,,,
Sleeping Beauty,['Walt Disney Productions'],"['January29,1959(1959-01-29)', '[1]']",['75 minutes'],['United States'],['English'],['$51.6 million (United States and Canada)[3]'],,,,,,,,"['Supervising Director ', 'Clyde Geronimi', '', 'Sequence Directors ', 'Eric Larson', 'Wolfgang Reitherman', 'Les Clark']",['Erdman Penner'],"['Sleeping Beautyby Charles Perrault', 'Little Briar Roseby the Brothers Grimm']",['Walt Disney'],"['Mary Costa', 'Bill Shirley', 'Eleanor Audley', 'Verna Felton', 'Barbara Luddy', 'Barbara Jo Allen', 'Taylor Holmes', 'Bill Thompson']","[""George Bruns (adapted from Tchaikovsky's Sleeping Beauty Ballet)""]",['Buena Vista Distribution'],['$6 million[2]'],"['Milt Banta', 'Winston Hibler', 'Bill Peet', 'Joe Rinaldi', 'Ted Sears', 'Ralph Wright']",['Marvin Miller'],,['Roy M. Brewer Jr.Donald Halliday'],,,,,,,,,,,,,,,,,,,,,,,,,,,
The Shaggy Dog,['Walt Disney Productions'],"['March19,1959(1959-03-19)']",['104 minutes'],['United States'],['English'],['$12.3 million (US and Canada rentals)[3]'],43,4.4,26%,"Comedy, Family, Fantasy",PG,"$61,123,569",movie,['Charles Barton'],['Lillie HaywardBill Walsh'],['The Hound of Florenceby Felix Salten'],['Walt DisneyBill Walsh'],['Fred MacMurrayJean HagenTommy KirkAnnette FunicelloTim Considine'],['Paul J. Smith'],['Buena Vista Distribution'],"['under $1 million[1] or $1,250,000[2]']",,['Paul Frees (opening only)'],['Edward Colman'],['James Ballas'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Darby O'Gill and the Little People,['Walt Disney Productions'],"['June24,1959(1959-06-24) (Dublin)[1]', 'June26,1959(1959-06-26) (Los Angeles)[1]']",['93 minutes'],['United States'],['English'],['Original release:$2.6 million (est. US/ Canada rentals)[2]1969 re-release:$2.3 million  (US/ Canada rentals)[3]'],80,7.2,,"Adventure, Family, Fantasy",G,N/A,movie,['Robert Stevenson'],['H. T. Kavanagh (stories)Lawrence Edward Watkin'],,['Bill AndersonWalt Disney'],"[""Albert SharpeJanet MunroSean ConneryJimmy O'DeaKieron MooreEstelle WinwoodWalter Fitzgerald""]",['Oliver Wallace'],['Buena Vista Distribution'],,,,['Winton Hoch'],['Stanley Johnson'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Zorro the Avenger,,,['22–24 minutes'],,,,,,,,,,,,,,,"['Guy Williams[1]', 'Gene Sheldon', 'Henry Calvin', 'George J. Lewis']",,,,,,,,,,,,,['Johnston McCulley (original stories)'],['United States'],['2'],['78 (+4 specials) (list of episodes)'],"['Bill Anderson', 'Walt Disney']",['Walt Disney Productions'],['ABC'],['Black-and-white (also colorized)'],['Monaural'],"['October 10, 1957(1957-10-10)–July 2, 1959(1959-07-02)']",['Zorro and Son'],,,,,,,,,,,
Third Man on the Mountain,['Walt Disney Productions'],"['November10,1959(1959-11-10)']",['105 minutes'],['United States'],['English'],"['$1,700,000 (US/Canada rentals)[2]']",N/A,7.1,,"Adventure, Drama, Family",Approved,N/A,movie,['Ken Annakin'],['Eleanore Griffin'],['Banner in the Skyby James Ramsey Ullman'],['Bill AndersonWalt Disney'],['Michael RennieJames MacArthur'],['William Alwyn'],['Buena Vista Distribution'],['$2 million[1]'],,,['Harry Waxman'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toby Tyler or 10 Weeks with a Circus,['Walt Disney Productions'],"['January 21, 1960 (Sarasota, FL)[2]']",['95 minutes'],['United States'],['English'],"['$3,100,000 (US/Canada rentals)[3]']",,,,,,,,['Charles Barton'],['Lillie Hayward and Bill Walsh'],"['Toby Tyler; or, Ten Weeks with a Circusby James Otis Kaler']",['Bill Walsh'],['Kevin CorcoranHenry CalvinGene SheldonRichard Eastham'],['Buddy Baker[1]'],['Buena Vista Distribution'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kidnapped,['Walt Disney Productions'],"['February24,1960(1960-02-24)']",['97 minutes'],['United States'],,,,,,,,,,['Robert Stevenson'],['Robert Stevenson'],['Kidnappedby Robert Louis Stevenson'],['Walt Disney'],['Peter FinchJames MacArthurBernard Lee'],['Cedric Thorpe Davie'],['Buena Vista Distribution'],,,,['Paul Beeson'],['Gordon Stone'],"['English, Scots']",,,,,,,,,,,,,,,,,,,,,,,,,,
Pollyanna,['Walt Disney Productions'],"['May19,1960(1960-05-19)']",['134 minutes'],['United States'],['English'],['$3.75 million (US and Canadian rentals)[2]'],N/A,7.4,86%,"Comedy, Drama, Family",Approved,N/A,movie,['David Swift'],,['Pollyanna by Eleanor Porter'],['David SwiftWalt DisneyAssociate Producer:George Golitzen'],['Hayley MillsJane WymanKarl MaldenRichard EganAdolphe MenjouAgnes Moorehead'],['Paul Smith (Score)'],['Buena Vista Distribution'],['$2.5 million[1]'],,,['Russell Harlan'],['Frank Gross'],,['David Swift'],,,,,,,,,,,,,,,,,,,,,,,,,
The Sign of Zorro,,,['22–24 minutes'],,,,N/A,7.1,,"Adventure, Drama, Family",G,N/A,movie,,,,,"['Guy Williams[1]', 'Gene Sheldon', 'Henry Calvin', 'George J. Lewis']",,,,,,,,,,,,,['Johnston McCulley (original stories)'],['United States'],['2'],['78 (+4 specials) (list of episodes)'],"['Bill Anderson', 'Walt Disney']",['Walt Disney Productions'],['ABC'],['Black-and-white (also colorized)'],['Monaural'],"['October 10, 1957(1957-10-10)–July 2, 1959(1959-07-02)']",['Zorro and Son'],,,,,,,,,,,
Jungle Cat,['Walt Disney Productions'],"['June1960(1960-06) (Berlin)', 'August10,1960(1960-08-10) (US)']",['69 minutes'],['United States'],['English'],['$2.3 million (US and Canadian rentals)[1]'],,,,,,,,['James Algar'],['James Algar'],,['Ben Sharpsteen'],,['Oliver Wallace'],['Buena Vista Distribution'],,,['Winston Hibler'],['Lloyd BeebeJames R. SimonHugh A. Wilmar'],['Norman R. Palmer'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten Who Dared,['Walt Disney Productions'],"['November1,1960(1960-11-01)']",['92 minutes'],['United States'],['English'],,N/A,5.5,,"Adventure, Family, Western",Not Rated,N/A,movie,['William Beaudine'],['Lawrence Edward Watkin'],['journalby John Wesley Powell'],['Walt DisneyJames Algar'],['Brian KeithJohn BealJames Drury'],['Oliver Wallace'],['Buena Vista Distribution'],,,,['Gordon Avil'],['Norman PalmerCotton Warburton'],,,,,['Technicolor'],,,,,,,,,,,,,,,,,,,,,,
Swiss Family Robinson,['Walt Disney Productions[1]'],"['December21,1960(1960-12-21)']",['131 minutes'],['United States'],['English'],['$40 million'],61,7.2,82%,"Adventure, Family",G,"$40,356,000",movie,['Ken Annakin'],['Lowell S. Hawley'],['The Swiss Family Robinsonby Johann David Wyss'],['Bill AndersonBasil KeysWalt Disney'],['John MillsDorothy McGuireJames MacArthurJanet MunroSessue HayakawaTommy KirkKevin CorcoranCecil Parker'],['William Alwyn (composer)Muir Mathieson (conductor)'],['Buena Vista Distribution'],['$4 million'],,,['Harry Waxman'],['Peter Boita'],,,,,,,,,,,,,,,,,,,,,,,,,,,
One Hundred and One Dalmatians,['Walt Disney Productions'],"['January25,1961(1961-01-25)']",['79 minutes'],['United States'],['English'],['$303 million[2]'],,,,,,,,"['Clyde Geronimi', 'Hamilton Luske', 'Wolfgang Reitherman']",,['The Hundred and One Dalmatiansby Dodie Smith'],['Walt Disney'],"['Rod Taylor', 'Cate Bauer', 'Betty Lou Gerson', 'Ben Wright', 'Bill Lee (singing voice)', 'Lisa Davis', 'Martha Wentworth']",['George Bruns'],['Buena Vista Distribution'],['$3.6 million[1]'],['Bill Peet'],,,"['Roy M. Brewer, Jr.', 'Donald Halliday']",,,,,,,,,,,,,,,,,,,,,,,,,,,
The Absent-Minded Professor,['Walt Disney Productions'],"['March 16, 1961[1]']",['97 minutes'],['United States'],['English'],['$25.4 million'],N/A,N/A,,"Short, Comedy",N/A,N/A,movie,['Robert Stevenson'],['Bill Walsh'],"['""A Situation of Gravity""1943 short storyby Samuel W. Taylor']","['Walt Disney', 'Bill Walsh']","['Fred MacMurray', 'Nancy Olson', 'Keenan Wynn', 'Tommy Kirk', 'Leon Ames', 'Elliott Reid', 'Edward Andrews']",['George Bruns'],['Buena Vista Distribution'],,,,['Edward Colman'],['Cotton Warburton'],,,,,,,,,,,,,,,,,,,,,,,,,,,
The Parent Trap,['Walt Disney Productions'],"['June21,1961(1961-06-21)']",['128 minutes'],['United States'],['English'],['$25.1 million'],,,,,,,,['David Swift'],['David Swift'],['Lottie and Lisa1949 novelby Erich Kästner'],['Walt DisneyGeorge Golitzen'],"[""Hayley MillsMaureen O'HaraBrian Keith""]",['Songs:Richard M. ShermanRobert B. ShermanScore:Paul Smith'],['Buena Vista Distribution'],,,,['Lucien Ballard'],['Philip W. Anderson'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikki: Wild Dog of the North,['Walt Disney Productions'],"['July12,1961(1961-07-12)']",['74 minutes'],['United States'],['English'],,,,,,,,,['Jack CoufferDon Haldane'],,['Nomads of the Northby James Oliver Curwood'],['Winston Hibler'],['Jean CoutuÉmile GenestUriel LuftRobert RivardNikkiJacques Fauteux'],['Oliver WallaceWill Schaefer'],['Buena Vista Distribution'],,['Don Haldane'],,['William W. Bacon IIILloyd BeebeJack CoufferRay JewellDonald Wilder'],['Grant K. Smith'],,['Jack Couffer'],,,,,,,,,,,,,,,,,,,,,,,,,
Greyfriars Bobby,['Walt Disney Productions'],"['July17,1961(1961-07-17)']",['91 minutes'],['United States'],['English'],,N/A,7.3,,"Drama, Family",Approved,N/A,movie,['Don Chaffey'],['Robert Westerby'],['Greyfriars Bobbyby Eleanor Atkinson'],"['Walt Disney', 'Hugh Attwooll']","['Donald Crisp', 'Laurence Naismith']",['Francis Chagrin'],['Buena Vista Distribution'],,,,['Paul Beeson'],['Peter Tanner'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Babes in Toyland,['Walt Disney Productions'],"['December14,1961(1961-12-14)']",['105 minutes[1]'],['United States'],['English'],['$4.6 million (U.S./Canada rentals)[3]'],,,,,,,,['Jack Donohue'],,['Babes in Toylandby Victor Herbertand Glen MacDonough'],['Walt Disney'],"['Ray Bolger', 'Tommy Sands', 'Annette Funicello', 'Ed Wynn']","['Victor Herbert', 'George Bruns', 'Mel Leven (new lyrics)']",['Buena Vista Distribution'],['$3 million[2]'],,,['Edward Colman'],['Robert Stafford'],,"['Lowell S. Hawley', 'Ward Kimball', 'Joe Rinaldi']",,,,,,,,,,,,,,,,,,,,,,,,,
Moon Pilot,['Walt Disney Productions'],"['April5,1962(1962-04-05)']",['98 minutes'],['United States'],['English'],['$3.5 million[1]'],N/A,5.5,,"Comedy, Family, Sci-Fi",Not Rated,N/A,movie,['James Neilson'],['Maurice Tombragel'],['Starfireby Robert Buckner'],['Walt Disney'],"['Tom Tryon', 'Brian Keith', ""Edmond O'Brien"", 'Dany Saval', 'Tommy Kirk']","['Paul J. Smith', 'Robert B. Sherman', 'Richard M. Sherman (songs)']",['Buena Vista Distribution'],,,,['William E. Snyder'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bon Voyage!,['Walt Disney Productions'],"['May17,1962(1962-05-17)']",['130 minutes'],['United States'],['English'],['$5 million (rentals)[2]'],N/A,5.7,,"Family, Comedy, Adventure",Not Rated,"$11,990,000",movie,['James Neilson'],['James A. HerneCharles Kenyon'],['Bon Voyage!by Joseph & Merrjane Hayes'],['Walt Disney'],"['Fred MacMurray', 'Jane Wyman', 'Deborah Walley', 'Tommy Kirk', 'Kevin Corcoran']",['Paul Smith'],['Buena Vista Distribution'],['$3 million[1]'],,,['William E. Snyder'],['Cotton Warburton'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Red,['Walt Disney Productions'],"['June6,1962(1962-06-06)']",['89 min.'],['United States'],['English'],,,,,,,,,['Norman Tokar'],['Jim Kjelgaard (novel)Louis Pelletier'],,['Walt Disney'],['Walter PidgeonGilles PayantÉmile Genest'],['Songs:Richard M. ShermanRobert B. ShermanScore:Oliver Wallace'],['Buena Vista Distribution'],,,,['Edward Colman'],['Grant K. Smith'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Almost Angels,['Walt Disney Productions'],"['September 26, 1962']",['93 minutes'],['United States'],['English'],,,,,,,,,['Steve Previn'],"['Vernon Harris', 'Robert A. Stemmle']",,['Walt Disney'],,['Heinz Schreiter'],['Buena Vista Distribution'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Legend of Lobo,['Walt Disney Productions'],"['November7,1962(1962-11-07) (Los Angeles)[1]']",['67 minutes'],['United States'],['English'],,,,,,,,,['James Algar Jack Couffer'],['Dwight Hauser and James Algar'],"['""Lobo the King of Currumpaw""by Ernest Thompson Seton']",['Walt Disney James AlgarJack Couffer'],,['Oliver Wallace (score)Richard M. Sherman and Robert B. Sherman (title song)Sons of the Pioneers (title song performers)Walter Sheets (orchestrator)'],['Buena Vista Distribution'],,,['Rex Allen'],['Lloyd BeebeJack Couffer'],['Norman R. Palmer'],,,,,,,,,,,,,,,,,,,,,,,,,,,
In Search of the Castaways,['Walt Disney Productions'],"['November14,1962(1962-11-14) (London, premiere)', 'December19,1962(1962-12-19) (US)']",['98 minutes'],['United States'],['English'],"['$21,745,500[1]']",N/A,6.6,,"Adventure, Family, Fantasy",Approved,"$21,745,500",movie,['Robert Stevenson'],['Lowell S. Hawley'],['novel In Search of the Castaways by Jules Verne'],['Associate Producer:Hugh Attwooll'],['Hayley MillsMaurice ChevalierGeorge SandersWilfrid Hyde-WhiteKeith HamshereJack GwillimWilfrid Brambell'],['Music Composed by:William AlwynMusical Director:Muir MathiesonSongs:Richard ShermanRobert Sherman'],['Buena Vista Distribution'],,,,['Paul Beeson'],['Gordon Stone'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Son of Flubber,['Walt Disney Productions'],"['January16,1963(1963-01-16)']",['100 minutes'],['United States'],['English'],['$22.1 million[1]'],,,,,,,,['Robert Stevenson'],['Don DaGradiBill Walsh'],,['Walt DisneyBill Walsh'],['Fred MacMurrayNancy OlsonKeenan WynnEd Wynn'],['George Bruns'],['Buena Vista Distribution'],,,,['Edward Colman'],['Cotton Warburton'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Miracle of the White Stallions,['Walt Disney Productions'],"['March29,1963(1963-03-29) (U.S.)']",['118 minutes'],['United States'],['English'],"['$2,550,000 (US/ Canada)[1]']",,,,,,,,['Arthur Hiller'],['Alois PodhajskyAJ Carothers'],['The Dancing White Horses of Viennaby Alois Podhajsky'],['Ron MillerWalt Disney'],['Robert TaylorLilli Palmer'],['Paul J. Smith'],['Buena Vista Distribution'],,,,['Günther Anders'],['Alfred SrpCotton Warburton'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Savage Sam,['Walt Disney Productions'],"['June1,1963(1963-06-01)']",['103 Minutes'],['United States'],['English'],"['$3,000,000 (US/ Canada)[1]']",N/A,6.2,50%,"Adventure, Drama, Family",Approved,"$6,540,000",movie,['Norman Tokar'],"['Fred Gipson', 'William Turberg']",['Savage Samby Fred Gipson'],['Bill Anderson(co-producer)'],"['Brian Keith', 'Tommy Kirk', 'Kevin Corcoran']",['Oliver Wallace'],['Buena Vista Distribution'],,,,['Edward Colman'],['Grant K. Smith'],,,,,['Technicolor'],,,,,,,,,,,,,,,,,,,,,,
Summer Magic,['Walt Disney Productions'],"['July7,1963(1963-07-07)']",['110 minutes'],['United States'],['English'],"['$4,350,000 (US/ Canada rentals) [1]']",N/A,7.1,,"Comedy, Family, Musical",Approved,N/A,movie,['James Neilson'],['Sally Benson'],"[""Mother Carey's Chickensby Kate Douglas Wiggin""]","['Walt Disney', 'Ron Miller']","['Hayley Mills', 'Burl Ives', 'Dorothy McGuire', 'Deborah Walley', 'Eddie Hodges', 'Jimmy Mathers', 'Michael J. Pollard', 'Wendy Turner', 'Una Merkel']",['Songs:Richard M. ShermanRobert B. ShermanScore:Buddy Baker'],['Buena Vista Distribution'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Incredible Journey,['Walt Disney Productions'],"['November20,1963(1963-11-20)']",['80 min.'],,['English'],['$4.2 million (US/Canada) (rentals)[1]'],87,7.1,89%,"Adventure, Drama, Family",G,N/A,movie,['Fletcher Markle'],['James Algar'],['The Incredible Journeyby Sheila Burnford'],['James AlgarWalt Disney'],['SynÉmile GenestJohn DrainieTommy TweedSandra Scott'],['Oliver Wallace'],['Buena Vista Distribution'],,,['Rex Allen'],['Kenneth Peach'],['Norman R. Palmer'],,,['United StatesCanada'],,,,,,,,,,,,,,,,,,,,,,,,
The Sword in the Stone,['Walt Disney Productions'],"['December25,1963(1963-12-25)']",['79 minutes'],['United States'],['English'],['$22.2 million (United States and Canada)[2]'],,,,,,,,['Wolfgang Reitherman'],,['The Sword in the Stoneby T. H. White'],['Walt Disney'],"['Rickie Sorensen', 'Karl Swenson', 'Junius Matthews', 'Sebastian Cabot', 'Norman Alden', 'Martha Wentworth']",['George Bruns'],['Buena Vista Distribution'],['$3 million[1]'],['Bill Peet'],,,['Donald Halliday'],,,,,,,,,,,,,,,,,,,,,,,,,,,
A Tiger Walks,['Walt Disney Productions'],"['March12,1964(1964-03-12)']",['91 minutes'],['United States'],['English'],"['est. $1,600,000 (US/ Canada)[1]']",,,,,,,,['Norman Tokar'],['Lowell S. Hawley'],['A Tiger Walks by Ian Niall'],['Bill AndersonRon W. Miller'],['Brian KeithVera MilesPamela FranklinSabuEdward AndrewsUna MerkelPeter Brown'],['Buddy Baker'],['Buena Vista Distribution'],,,,['William E. Snyder'],['Grant K. Smith'],,,,,,,,,,,,,,,,,,,,,,,,,,,
The Missadventures of Merlin Jones,['Walt Disney Productions'],"['February11,1964(1964-02-11) (Los Angeles)[1]']",['91 minutes'],['United States'],['English'],"['$4,000,000 (US/ Canada)[2]']",,,,,,,,['Robert Stevenson'],,,"['Walt Disney', 'Ron Miller']","['Tommy Kirk', 'Annette Funicello', 'Leon Ames']",['Buddy Baker'],['Buena Vista Distribution'],,['Bill Walsh'],,['Edward Colman'],['Cotton Warburton'],,"['Tom August', 'Helen August']",,,,,,,,,,,,,,,,,,,,,,,,,
The Three Lives of Thomasina,['Walt Disney Productions'],"['11December1963(1963-12-11) (New York City)', '4June1964(1964-06-04) (U.S.)']",['97 minutes'],,,"['$2,250,000 (US/ Canada)[1]']",N/A,7.2,,"Drama, Family",PG,N/A,movie,['Don Chaffey'],['Robert Westerby'],"['Thomasina, the Cat Who Thought She Was Godby Paul Gallico']","['Walt Disney', 'Ron MillerWalt Disney']","['Patrick McGoohan', 'Karen Dotrice', 'Susan Hampshire', 'Matthew Garber']",['Paul J. Smith'],['Buena Vista Distribution'],,,['Elspeth March'],['Paul Beeson'],['Gordon Stone'],['EnglishGaelic'],,['United KingdomUnited States'],,,,,,,,,,,,,,,,,,,,,,,,
The Moon-Spinners,['Walt Disney Productions'],"['July2,1964(1964-07-02)']",['118 minutes'],,['English'],"['est. $3,500,000 (US/ Canada)[1]']",N/A,6.7,,"Adventure, Family, Mystery",G,N/A,movie,['James Neilson'],['Michael Dyne'],['The Moon-Spinnersby Mary Stewart'],['Ron MillerWalt Disney'],['Hayley MillsEli WallachPeter McEnery'],['Ron Grainer'],['Buena Vista Distribution'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Poppins,['Walt Disney Productions'],"['August27,1964(1964-08-27) (LA)', '[3]', 'September24,1964(1964-09-24) (NY)', '[3]']",['139 minutes[4]'],['United States'],['English'],['$103.1million[6]'],88,7.8,98%,"Comedy, Family, Fantasy",G,"$102,272,727",movie,['Robert Stevenson'],,['Mary Poppinsby P. L. Travers'],['Walt Disney'],"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns', 'Hermione Baddeley', 'Karen Dotrice', 'Matthew Garber', 'Elsa Lanchester', 'Arthur Treacher', 'Reginald Owen', 'Ed Wynn']",['Irwin Kostal'],['Buena Vista Distribution'],['$4.4–6million[5]'],,,['Edward Colman'],['Cotton Warburton'],,"['Bill Walsh', 'Don DaGradi']",,,,,,,,,,,,,,,,,,,,,,,,,
Emil and the Detectives,['Walt Disney Productions'],"['December18,1964(1964-12-18)']",['92 minutes'],['United States'],['English'],"['$1,275,000[1]']",N/A,6.2,,"Comedy, Crime, Drama",Approved,N/A,movie,['Peter Tewksbury'],['Erich Kästner'],['Emil and the Detectivesby Erich Kästner'],['John McKimsonWalt Disney'],['Walter SlezakBryan RussellRoger Mobley'],['Heinz Schreiter'],['Buena Vista Distribution'],,,,,['Thomas Stanford'],,,,,,,,,,,,,,,,,,,,,,,,,,,
Those Calloways,['Walt Disney Productions'],"['January 28, 1965(Atlanta, Georgia Premiere)']",['131 mins.'],['United States'],['English'],"['$3,500,000 (US/ Canada rentals)[1]']",N/A,6.6,,"Drama, Family",Approved,N/A,movie,['Norman Tokar'],,['Swiftwaterby Paul Annixter'],,['Brian KeithVera MilesBrandon deWildeWalter BrennanEd WynnLinda Evans'],['Max Steiner'],['Buena Vista Distribution'],,,,['Edward Colman'],['Grant K. Smith'],,['Louis Pelletier'],,,,,,,,,,,,,,,,,,,,,,,,,
